adcode,name,longitude,latitude,x,y,xrev
130321,青龙满族自治县,118.949684,40.407578,10072.051012534794,4493.394832988876,-20410.908189883314
130303,山海关区,119.775799,39.978848,10206.322491629022,4445.7192913677645,-20469.958757694534
130424,成安县,114.670032,36.444317,10257.757219955063,4052.673132242883,-21945.8842614027
130427,磁县,114.373946,36.374011,10240.534243753458,4044.854979491237,-21992.264017410365
130403,丛台区,114.492896,36.636409,10216.497335221358,4074.034105678572,-21907.234085457254
130425,大名县,115.147814,36.285616,10321.526321920208,4035.0252976364595,-21947.861578845972
130407,肥乡区,114.800166,36.548131,10255.640897693647,4064.217434432733,-21904.858967521817
130406,峰峰矿区,114.212802,36.419739,10220.091407928732,4049.9400147517736,-21993.748393097634
130404,复兴区,114.462061,36.639033,10213.397984510004,4074.325899164481,-21909.239353145498
130432,广平县,114.948606,36.483484,10277.48378643169,4057.028572586863,-21909.89361521691
130433,馆陶县,115.282467,36.547556,10298.803735498203,4064.153493405905,-21861.935371337124
130402,邯山区,114.531002,36.594313,10225.478732611586,4069.352955304019,-21915.79550281482
130431,鸡泽县,114.889376,36.91034,10215.309737630727,4104.495722061407,-21793.842314401147
130423,临漳县,114.619536,36.335025,10267.66430584985,4040.5196666704855,-21981.281023207717
130435,曲周县,114.957504,36.76607,10240.666217622433,4088.452640425697,-21828.92219605847
130430,邱县,115.200589,36.811148,10256.284932493747,4093.4653945254727,-21794.44161108104
130426,涉县,113.6914,36.584994,10151.743677921533,4068.316665862256,-21993.41175205604
130434,魏县,114.93892,36.359868,10292.990266156059,4043.2822526348295,-21945.667412341194
130481,武安市,114.203697,36.696506,10182.736920020618,4080.716999399104,-21915.92001932017
130408,永年区,114.543832,36.743966,10206.75589848817,4085.994636152628,-21872.074181648677
130524,柏乡县,114.693425,37.482422,10120.900226440692,4168.112262078875,-21646.605901470728
130531,广宗县,115.142626,37.074661,10215.73168905223,4122.768510703962,-21724.33721348264
130529,巨鹿县,115.037477,37.221112,10186.657153749973,4139.054123434476,-21691.620004136497
130522,临城县,114.498761,37.444498,10108.84861130049,4163.895045554631,-21674.77479461721
130535,临西县,115.501048,36.870811,10275.015389859707,4100.100026670973,-21750.716016053557
130525,隆尧县,114.770419,37.350172,10145.593617453516,4153.405825908343,-21678.05688506199
130523,内丘县,114.512128,37.286669,10131.317172204808,4146.344178905415,-21719.232159947423
130581,南宫市,115.408747,37.359264,10200.785542878224,4154.4168725447325,-21619.010537536375
130527,南和县,114.683863,37.005017,10184.36679991261,4115.023973534507,-21785.01365223121
130528,宁晋县,114.93992,37.624564,10123.32501769857,4183.918706314426,-21583.648559205656
130532,平乡县,115.030075,37.063148,10207.295223971436,4121.488244544179,-21737.62249106715
130502,桥东区,114.507058,37.071287,10159.794587172926,4122.393315878711,-21781.695442046526
130503,桥西区,114.468601,37.059827,10157.91699013221,4121.118943413576,-21788.39915683979
130534,清河县,115.667208,37.039991,10266.964080081694,4118.913144790675,-21687.702525421664
130526,任县,114.671936,37.120982,10167.752668153711,4127.919488623472,-21752.794662060856
130582,沙河市,114.503339,36.854929,10188.376183204979,4098.333919909079,-21844.012199406225
130533,威县,115.266703,36.975478,10240.101293856686,4111.7391839841,-21741.697177367096
130530,新河县,115.250907,37.520862,10164.859590819307,4172.386858724585,-21586.29576186656
130521,邢台县,114.561132,37.05073,10167.346999487268,4120.107340768258,-21782.79923174425
130683,安国市,115.326646,38.418439,10047.935332888568,4272.199024007286,-21317.380882410755
130632,安新县,115.935603,38.935369,10028.302661952928,4329.682563134947,-21111.30298880695
130637,博野县,115.46438,38.457364,10054.512736839257,4276.527553519105,-21293.896056090063
130682,定州市,114.990392,38.516461,10005.030309289981,4283.099245453849,-21317.681516445802
130626,定兴县,115.808296,39.263145,9970.828029027254,4366.131839673563,-21024.344289627807
130624,阜平县,114.195104,38.849152,9889.748907864363,4320.0950787696165,-21287.67886374282
130628,高阳县,115.778965,38.700088,10047.894635051316,4303.518895772838,-21194.758714099575
130684,高碑店市,115.873886,39.326839,9967.403412798578,4373.214726217578,-20999.584512397
130602,竞秀区,115.45877,38.877449,9995.208655145112,4323.241755702075,-21169.813420287013
130623,涞水县,115.713904,39.394316,9944.03113924308,4380.71828911723,-20993.05668148682
130606,莲池区,115.497097,38.883582,9997.66365752014,4323.923756254316,-21164.66864514588
130635,蠡县,115.583854,38.488055,10060.633021810763,4279.940447526741,-21274.43465859272
130630,涞源县,114.694283,39.360247,9861.22000994729,4376.929755477201,-21090.96967836547
130607,满城区,115.322334,38.949119,9973.321211578175,4331.211587689539,-21160.24599638471
130608,清苑区,115.489959,38.765148,10013.688804372017,4310.753683956238,-21200.52237717258
130634,曲阳县,114.745008,38.622248,9968.991980294682,4294.862948767059,-21307.63761309108
130629,容城县,115.861657,39.042784,10006.709224774862,4341.6273029554195,-21085.676420278964
130636,顺平县,115.13547,38.837487,9972.823206351937,4318.797909938395,-21209.71640795369
130627,唐县,114.982972,38.748203,9972.09719135324,4308.869369696052,-21249.52568413798
130631,望都县,115.155128,38.695842,9994.34815866561,4303.0467329903795,-21250.160007046463
130638,雄县,116.10865,38.99455,10034.884560285798,4336.263596019696,-21078.71844606117
130609,徐水区,115.655774,39.018736,9992.326918723718,4338.953122410778,-21110.63981029181
130633,易县,115.497457,39.349393,9931.818398086842,4375.722771294252,-21025.180276881936
130681,涿州市,115.974422,39.485282,9953.411818010574,4390.833870763268,-20943.29965241871
130732,赤城县,115.831498,40.912921,9733.996552671608,4549.589877024603,-20518.903733240084
130709,崇礼区,115.282668,40.974675,9678.820538290644,4556.457032104187,-20545.80432712826
130724,沽源县,115.688692,41.669668,9609.872010347794,4633.741494814709,-20294.121750124537
130728,怀安县,114.385791,40.674193,9647.131213101931,4523.042897106881,-20714.745085997973
130730,怀来县,115.517861,40.415343,9780.333196491882,4494.258314855524,-20699.10885911437
130723,康保县,114.600404,41.852368,9492.406808256592,4654.05806107827,-20326.56704957006
130703,桥西区,114.869657,40.819581,9666.783021159523,4539.210302339104,-20628.788311637516
130702,桥东区,114.894189,40.788434,9673.38619547969,4535.746700317148,-20636.406324772906
130725,尚义县,113.969618,41.076226,9553.836016903912,4567.749684652797,-20624.215172891323
130708,万全区,114.740557,40.766965,9663.573912061413,4533.359309178054,-20656.01577183832
130726,蔚县,114.588903,39.840842,9784.028883534382,4430.372777718234,-20954.116834401128
130706,下花园区,115.287352,40.502652,9748.140313797274,4503.967231570933,-20691.716722445683
130705,宣化区,115.099494,40.608793,9716.839510142065,4515.770300316312,-20674.79908082466
130727,阳原县,114.150348,40.104663,9709.034572670864,4459.710144046747,-20910.69201950309
130722,张北县,114.720077,41.158596,9604.685021150997,4576.909375748199,-20535.519710531313
130731,涿鹿县,115.205345,40.379562,9759.05897053461,4490.279403758224,-20736.58538860914
130821,承德县,118.173824,40.768238,9952.536720694183,4533.500869051362,-20366.47216108581
130826,丰宁满族自治县,116.646051,41.209069,9758.408763353313,4582.522063482302,-20358.574406588654
130827,宽城满族自治县,118.485313,40.611391,10002.285597994398,4516.059202555791,-20388.171447749184
130825,隆化县,117.738937,41.313791,9834.055839152095,4594.167336893647,-20234.672419323302
130824,滦平县,117.332801,40.941482,9855.89902072429,4552.765911228509,-20383.928352532945
130881,平泉市,118.701951,41.018405,9959.285224688672,4561.31988619672,-20245.295666217848
130802,双桥区,117.943466,40.974643,9902.21873429422,4556.453473647043,-20322.42079212023
130803,双滦区,117.799888,40.959236,9892.473747826265,4554.740187733398,-20339.223494682625
130828,围场满族蒙古族自治县,117.760159,41.938529,9740.980792966731,4663.639318143595,-20037.79256507555
130822,兴隆县,117.500558,40.417358,9947.9005459223,4494.482386453888,-20530.628726526167
130804,鹰手营子矿区,117.659499,40.546361,9942.231999545824,4508.827750425964,-20477.781261232187
130921,沧县,117.007478,38.219856,10222.341101299207,4250.116239780045,-21229.005935406556
130923,东光县,116.537067,37.888248,10227.47579810969,4213.240837998285,-21366.688892164246
130924,海兴县,117.497651,38.143169,10275.975281478613,4241.588508433281,-21208.493300215
130984,河间市,116.099517,38.446624,10111.32470396346,4275.3332463397355,-21241.7505498022
130983,黄骅市,117.329949,38.371402,10229.127352420863,4266.968425609152,-21156.60048823055
130930,孟村回族自治县,117.104298,38.053409,10254.161339836335,4231.607036140904,-21269.003440512555
130927,南皮县,116.708347,38.038421,10221.582438844185,4229.940343775505,-21308.036243733048
130981,泊头市,116.578367,38.083437,10203.919264152722,4234.946203364561,-21306.308830695954
130922,青县,116.804305,38.583021,10153.451015171677,4290.500836315933,-21140.278830331903
130982,任丘市,116.082917,38.683591,10076.596606895993,4301.684399912684,-21173.262306302735
130926,肃宁县,115.829758,38.422801,10091.160029486502,4272.684086196897,-21272.262232132492
130928,吴桥县,116.391508,37.627661,10250.746412329527,4184.263098245014,-21454.906103476256
130929,献县,116.122725,38.190185,10149.180611609001,4246.8167715939135,-21314.98818204651
130902,新华区,116.866284,38.314416,10196.72237556463,4260.631480644208,-21213.70610356171
130925,盐山县,117.230602,38.058087,10264.564963148747,4232.127238094822,-21256.58500700622
130903,运河区,116.843673,38.283749,10199.059701868116,4257.221255479431,-21224.64856064535
131081,霸州市,116.391484,39.125744,10040.654057065418,4350.852603104435,-21015.187283900304
131002,安次区,116.694544,39.502569,10012.72562763751,4392.756216034194,-20876.303991000903
131028,大厂回族自治县,116.989574,39.886547,9982.355438896211,4435.455255337698,-20735.321659429108
131025,大城县,116.653793,38.705449,10123.057770665302,4304.11504854645,-21117.253441842888
131022,固安县,116.298657,39.438214,9987.991270836312,4385.599825109774,-20929.62162559698
131003,广阳区,116.71069,39.522786,10011.197309264775,4395.0043825374805,-20868.844881688932
131082,三河市,117.078294,39.982718,9975.897957470186,4446.149642278765,-20698.645905368023
131026,文安县,116.457898,38.87292,10082.345154761922,4322.7381228142385,-21084.662991944388
131024,香河县,117.006093,39.761424,10001.962263748279,4421.541354294482,-20771.7036422604
131023,永清县,116.50568,39.330689,10021.198228529824,4373.642853092863,-20944.084856987865
131125,安平县,115.519278,38.234501,10090.292978450821,4251.744789932918,-21354.72239155777
131128,阜城县,116.175262,37.862505,10199.286849922206,4210.378170426732,-21405.92068532737
131126,故城县,115.965874,37.347409,10251.647946524976,4153.09857537421,-21573.173731178165
131103,冀州区,115.579308,37.550856,10189.724535494644,4175.722245087527,-21548.66269189793
131127,景县,116.270648,37.69229,10231.191468095072,4191.449958458739,-21446.87167054183
131124,饶阳县,115.725833,38.235892,10108.14163537224,4251.89947161695,-21336.272238356425
131182,深州市,115.559574,38.001535,10126.065852074373,4225.83855470491,-21419.426923338375
131102,桃城区,115.67545,37.735465,10172.887796604204,4196.251095560159,-21486.72197173915
131123,武强县,115.982461,38.041368,10157.598911559826,4230.268055438224,-21370.750949558722
131122,武邑县,115.887531,37.801665,10182.419411541838,4203.612653779359,-21448.86099044603
131121,枣强县,115.724259,37.513417,10207.626470890009,4171.5589614293895,-21546.696790928443
140200,大同市,113.300129,40.076763,9640.670390145082,4456.607614223247,-20991.61018256485
